order_experience,inernational_oil_pr,Exchange_rate,shipowner,ship_kinds,ship_fee,chinese_bid_yn,ship size,domestic_competitor_bidding_yn,order_backlog,bid_pr,order_yn
yes,51.36,1096.0,F,B,5559.0,no,13008.01,no,109.14,11.05,no
yes,33.18,1157.0,K,A,15558.0,yes,16950.95,yes,135.46,10.83,no
yes,19.02,1081.0,H,B,5275.0,no,13472.27,no,229.66,11.71,no
yes,25.82,1351.0,H,B,4492.0,no,19324.36,no,159.48,11.28,no
no,34.07,1177.0,H,B,5782.0,no,13151.34,no,178.14,10.82,no
yes,44.06,1117.0,J,B,7900.0,no,13215.76,no,119.01,10.82,no
yes,34.25,1212.0,A,A,9477.0,no,14760.58,yes,253.97,10.82,no
yes,23.66,1348.0,K,B,7284.0,no,14565.76,yes,144.15,10.91,no
yes,32.95,1068.0,H,B,8780.0,no,13715.06,yes,236.43,10.82,no
no,29.58,1139.0,M,H,6152.0,no,15202.23,yes,218.56,10.83,no
yes,29.04,1093.0,D,B,7980.0,no,17497.55,yes,168.71,10.82,no
no,32.85,1137.0,L,D,5250.0,no,14968.07,yes,179.51,10.89,no
no,23.74,1113.0,H,B,8156.0,no,15538.19,yes,167.09,10.82,no
yes,18.66,1223.0,D,F,7126.0,yes,16804.59,yes,163.7,11.44,no
no,24.54,1094.0,M,H,8507.0,no,15145.44,yes,216.54,10.83,no
no,39.72,1203.0,L,D,7213.0,no,15068.17,no,165.62,10.82,no
yes,28.91,1046.0,G,B,7509.0,no,14412.82,no,234.57,10.82,no
yes,29.8,1139.0,D,B,6994.0,no,18003.0,no,108.11,11.23,no
no,16.53,1274.0,D,B,6271.0,no,15043.02,no,108.55,11.29,no
yes,18.98,1085.0,B,B,5925.0,yes,20477.5,no,162.03,10.84,no
yes,50.29,1184.0,H,B,8689.0,no,14343.04,no,156.78,10.95,no
yes,29.4,1086.0,D,B,6285.0,no,15050.27,no,201.81,10.82,no
yes,39.55,1164.0,D,A,13380.0,no,13563.72,yes,108.5,10.82,no
no,18.02,1163.0,H,B,5802.0,no,15091.54,yes,172.93,10.82,no
yes,31.47,1211.0,K,E,11289.0,no,14587.32,yes,201.66,11.1,no
yes,42.93,1141.0,K,E,8052.0,no,14695.19,no,228.92,10.83,no
yes,20.74,1083.0,D,B,7547.0,no,15566.24,no,260.06,10.82,no
yes,51.74,1087.0,K,E,10505.0,no,12317.48,no,292.72,10.82,no
yes,18.28,1547.0,D,B,6534.0,yes,18358.94,no,108.55,16.52,no
no,26.28,1086.0,J,B,8039.0,no,14448.89,no,291.63,10.83,no
no,24.26,1123.0,D,A,10287.0,no,16403.89,yes,253.03,10.83,no
yes,42.41,1096.0,D,E,5728.0,no,15947.57,yes,169.2,11.41,no
yes,27.69,1097.0,K,B,4542.0,no,15689.47,no,173.52,10.84,no
yes,16.5,1240.0,K,B,6953.0,no,16406.05,yes,165.08,10.83,no
yes,32.47,1090.0,J,B,7743.0,no,13358.76,no,107.57,10.82,no
yes,53.28,1178.0,I,E,6565.0,no,14270.92,yes,321.69,10.82,no
yes,41.96,1164.0,F,B,5641.0,yes,18375.29,no,198.72,10.82,no
no,46.83,1143.0,K,A,7584.0,no,15790.16,no,227.0,11.1,no
yes,23.76,1407.0,H,B,6538.0,no,13135.41,yes,109.43,10.82,no
yes,29.24,1325.0,H,B,5318.0,no,17228.63,yes,108.65,10.82,no
yes,48.06,1103.0,L,D,6136.0,no,13038.8,no,167.97,10.82,no
yes,34.24,1113.0,C,B,7955.0,no,11138.18,no,197.78,10.83,no
yes,14.21,1366.0,D,A,8731.0,no,14419.6,no,233.88,10.84,no
yes,29.16,1435.0,H,E,5628.0,no,15023.91,yes,427.67,10.82,no
no,22.06,1135.0,K,B,7492.0,yes,21386.75,yes,209.23,10.87,no
no,72.24,1281.0,L,D,7407.0,no,14579.82,no,108.2,10.82,no
no,45.59,1183.0,K,A,7031.0,no,13379.05,no,237.32,11.11,no
no,59.91,1086.0,K,E,8696.0,no,15249.12,yes,215.46,12.99,no
yes,20.36,998.0,B,B,6680.0,no,13806.67,no,166.94,10.82,no
yes,16.5,1267.0,J,B,6753.0,no,13207.03,no,158.64,10.82,no
no,19.5,1047.0,K,B,6818.0,yes,25071.3,yes,200.24,10.87,no
yes,32.24,1129.0,G,B,8486.0,no,14256.3,no,230.64,10.83,no
no,36.17,1086.0,L,D,5755.0,no,15012.89,no,225.48,10.82,no
yes,37.17,1226.0,D,B,7638.0,no,16458.42,yes,132.47,10.82,no
no,22.04,1145.0,J,B,10371.0,yes,18041.16,yes,241.3,10.84,no
yes,40.82,1243.0,D,E,11681.0,no,12392.87,yes,239.53,10.82,no
yes,42.64,1865.0,L,D,6140.0,no,17241.86,yes,108.2,10.82,no
no,32.55,1175.0,G,B,13530.0,no,13587.63,yes,155.25,10.82,no
yes,13.5,1184.0,G,B,7862.0,no,13941.64,yes,166.55,10.88,no
yes,23.36,1135.0,D,A,4901.0,no,14147.24,no,208.54,11.06,no
no,24.92,1484.0,L,D,10165.0,yes,15951.08,yes,192.28,10.82,no
yes,52.7,1673.0,L,D,6747.0,yes,15884.21,no,141.06,10.82,no
yes,86.56,1348.0,L,D,14109.0,yes,14162.15,no,139.78,10.83,no
yes,28.99,1056.0,K,A,7506.0,no,15989.38,yes,189.58,10.83,no
yes,19.37,1204.0,B,B,7971.0,yes,20860.51,no,108.79,10.88,no
yes,37.79,1190.0,H,B,5672.0,yes,19956.16,yes,440.0,10.82,no
no,30.92,1454.0,H,B,9973.0,no,15225.13,no,157.91,10.82,no
yes,33.76,1623.0,C,B,8354.0,no,17525.8,no,109.14,11.18,no
yes,34.17,1178.0,H,B,10387.0,yes,17647.99,yes,373.36,10.82,no
yes,14.29,1108.0,H,B,7965.0,no,13370.13,no,131.34,10.82,no
yes,51.0,1220.0,K,E,5428.0,no,15654.0,no,109.04,11.06,no
yes,37.01,1140.0,G,B,7346.0,no,14645.93,yes,214.87,10.82,no
yes,21.86,1152.0,D,A,7673.0,no,12893.43,no,174.21,10.82,no
yes,42.98,1161.0,A,E,7893.0,no,10326.32,no,221.21,10.82,no
yes,36.73,1225.0,F,B,13535.0,no,13743.06,yes,221.41,10.82,no
no,18.38,1171.0,M,H,6159.0,no,15758.29,no,173.72,10.82,no
yes,17.56,1081.0,J,B,7772.0,no,14504.21,no,185.65,10.82,no
yes,22.34,1115.0,D,A,5759.0,no,15368.29,no,182.8,10.82,no
yes,21.65,1092.0,C,B,7687.0,no,11821.34,no,159.48,10.82,no
yes,39.7,1066.0,F,B,8496.0,no,12385.75,yes,216.99,10.82,no
no,35.66,1091.0,J,A,6611.0,yes,13556.67,yes,212.66,10.95,no
yes,31.68,1131.0,H,B,12968.0,no,15966.86,no,183.88,10.82,no
yes,15.39,1005.0,L,D,6315.0,yes,23011.24,no,126.92,10.83,no
yes,18.88,1154.0,G,B,8173.0,no,14779.47,no,160.85,10.83,no
yes,81.34,1415.0,L,D,12483.0,yes,16193.47,no,138.26,10.83,no
yes,20.39,1170.0,D,B,5430.0,no,14371.84,no,177.8,12.2,no
yes,38.44,1166.0,A,B,10645.0,no,13606.9,yes,108.99,11.38,no
no,43.44,1231.0,L,D,6949.0,yes,21178.57,no,109.24,11.12,no
yes,24.54,1072.0,G,B,9741.0,yes,29026.71,no,109.48,10.82,no
no,32.65,1148.0,F,B,8688.0,no,14820.08,yes,189.48,10.88,no
yes,54.78,1216.0,K,E,6855.0,no,16059.0,yes,168.56,10.82,no
yes,19.02,1451.0,D,A,8877.0,no,17210.3,no,250.09,10.84,no
yes,23.25,1099.0,G,B,8211.0,yes,21109.3,yes,172.98,10.83,no
